1764682238.417145 server started (68603): version 3.6, socket /private/tmp/tmux-501/default, protocol 8
1764682238.417196 on Darwin 24.5.0 Darwin Kernel Version 24.5.0: Tue Apr 22 19:54:43 PDT 2025; root:xnu-11417.121.6~2/RELEASE_ARM64_T8132
1764682238.417207 using libevent 2.1.12-stable select
1764682238.417220 using utf8proc 2.11.2
1764682238.417228 using ncurses 6.5 20240427
1764682238.489447 new key \033O8P: 0x870000010e25b (C-M-S-F1[I])
1764682238.489448 new key \033O9P: 0x810000010e25b (M-F1[I])
1764682238.489450 new key \033[1;2Q: 0x40000010e25c (S-F2)
1764682238.489451 new key \033[1;3Q: 0x810000010e25c (M-F2[I])
1764682238.489453 new key \033[1;4Q: 0x850000010e25c (M-S-F2[I])
1764682238.489455 new key \033[1;5Q: 0x20000010e25c (C-F2)
1764682238.489456 new key \033[1;6Q: 0x60000010e25c (C-S-F2)
1764682238.489458 new key \033[1;7Q: 0x830000010e25c (C-M-F2[I])
1764682238.489459 new key \033[1;8Q: 0x870000010e25c (C-M-S-F2[I])
1764682238.489461 new key \033[1;9Q: 0x810000010e25c (M-F2[I])
1764682238.489462 new key \033O1;2Q: 0x40000010e25c (S-F2)
1764682238.489464 new key \033O1;3Q: 0x810000010e25c (M-F2[I])
1764682238.489465 new key \033O1;4Q: 0x850000010e25c (M-S-F2[I])
1764682238.489467 new key \033O1;5Q: 0x20000010e25c (C-F2)
1764682238.489468 new key \033O1;6Q: 0x60000010e25c (C-S-F2)
1764682238.489470 new key \033O1;7Q: 0x830000010e25c (C-M-F2[I])
1764682238.489471 new key \033O1;8Q: 0x870000010e25c (C-M-S-F2[I])
1764682238.489473 new key \033O1;9Q: 0x810000010e25c (M-F2[I])
1764682238.489474 new key \033O2Q: 0x40000010e25c (S-F2)
1764682238.489476 new key \033O3Q: 0x810000010e25c (M-F2[I])
1764682238.489477 new key \033O4Q: 0x850000010e25c (M-S-F2[I])
1764682238.489479 new key \033O5Q: 0x20000010e25c (C-F2)
1764682238.489480 new key \033O6Q: 0x60000010e25c (C-S-F2)
1764682238.489482 new key \033O7Q: 0x830000010e25c (C-M-F2[I])
1764682238.489483 new key \033O8Q: 0x870000010e25c (C-M-S-F2[I])
1764682238.489485 new key \033O9Q: 0x810000010e25c (M-F2[I])
1764682238.489486 new key \033[1;2R: 0x40000010e25d (S-F3)
1764682238.489488 new key \033[1;3R: 0x810000010e25d (M-F3[I])
1764682238.489489 new key \033[1;4R: 0x850000010e25d (M-S-F3[I])
1764682238.489491 new key \033[1;5R: 0x20000010e25d (C-F3)
1764682238.489492 new key \033[1;6R: 0x60000010e25d (C-S-F3)
1764682238.489494 new key \033[1;7R: 0x830000010e25d (C-M-F3[I])
1764682238.489495 new key \033[1;8R: 0x870000010e25d (C-M-S-F3[I])
1764682238.489497 new key \033[1;9R: 0x810000010e25d (M-F3[I])
1764682238.489499 new key \033O1;2R: 0x40000010e25d (S-F3)
1764682238.489500 new key \033O1;3R: 0x810000010e25d (M-F3[I])
1764682238.489502 new key \033O1;4R: 0x850000010e25d (M-S-F3[I])
1764682238.489503 new key \033O1;5R: 0x20000010e25d (C-F3)
1764682238.489504 new key \033O1;6R: 0x60000010e25d (C-S-F3)
1764682238.489506 new key \033O1;7R: 0x830000010e25d (C-M-F3[I])
1764682238.489507 new key \033O1;8R: 0x870000010e25d (C-M-S-F3[I])
1764682238.489509 new key \033O1;9R: 0x810000010e25d (M-F3[I])
1764682238.489510 new key \033O2R: 0x40000010e25d (S-F3)
1764682238.489512 new key \033O3R: 0x810000010e25d (M-F3[I])
1764682238.489514 new key \033O4R: 0x850000010e25d (M-S-F3[I])
1764682238.489515 new key \033O5R: 0x20000010e25d (C-F3)
1764682238.489516 new key \033O6R: 0x60000010e25d (C-S-F3)
1764682238.489519 new key \033O7R: 0x830000010e25d (C-M-F3[I])
1764682238.489521 new key \033O8R: 0x870000010e25d (C-M-S-F3[I])
1764682238.489522 new key \033O9R: 0x810000010e25d (M-F3[I])
1764682238.489524 new key \033[1;2S: 0x40000010e25e (S-F4)
1764682238.489525 new key \033[1;3S: 0x810000010e25e (M-F4[I])
1764682238.489527 new key \033[1;4S: 0x850000010e25e (M-S-F4[I])
1764682238.489528 new key \033[1;5S: 0x20000010e25e (C-F4)
1764682238.489530 new key \033[1;6S: 0x60000010e25e (C-S-F4)
1764682238.489531 new key \033[1;7S: 0x830000010e25e (C-M-F4[I])
1764682238.489533 new key \033[1;8S: 0x870000010e25e (C-M-S-F4[I])
1764682238.489534 new key \033[1;9S: 0x810000010e25e (M-F4[I])
1764682238.489536 new key \033O1;2S: 0x40000010e25e (S-F4)
1764682238.489537 new key \033O1;3S: 0x810000010e25e (M-F4[I])
1764682238.489539 new key \033O1;4S: 0x850000010e25e (M-S-F4[I])
1764682238.489540 new key \033O1;5S: 0x20000010e25e (C-F4)
1764682238.489542 new key \033O1;6S: 0x60000010e25e (C-S-F4)
1764682238.489543 new key \033O1;7S: 0x830000010e25e (C-M-F4[I])
1764682238.489545 new key \033O1;8S: 0x870000010e25e (C-M-S-F4[I])
1764682238.489548 new key \033O1;9S: 0x810000010e25e (M-F4[I])
1764682238.489550 new key \033O2S: 0x40000010e25e (S-F4)
1764682238.489551 new key \033O3S: 0x810000010e25e (M-F4[I])
1764682238.489553 new key \033O4S: 0x850000010e25e (M-S-F4[I])
1764682238.489554 new key \033O5S: 0x20000010e25e (C-F4)
1764682238.489556 new key \033O6S: 0x60000010e25e (C-S-F4)
1764682238.489557 new key \033O7S: 0x830000010e25e (C-M-F4[I])
1764682238.489559 new key \033O8S: 0x870000010e25e (C-M-S-F4[I])
1764682238.489560 new key \033O9S: 0x810000010e25e (M-F4[I])
1764682238.489562 new key \033[15;2~: 0x40000010e25f (S-F5)
1764682238.489563 new key \033[15;3~: 0x810000010e25f (M-F5[I])
1764682238.489565 new key \033[15;4~: 0x850000010e25f (M-S-F5[I])
1764682238.489567 new key \033[15;5~: 0x20000010e25f (C-F5)
1764682238.489568 new key \033[15;6~: 0x60000010e25f (C-S-F5)
1764682238.489570 new key \033[15;7~: 0x830000010e25f (C-M-F5[I])
1764682238.489571 new key \033[15;8~: 0x870000010e25f (C-M-S-F5[I])
1764682238.489573 new key \033[15;9~: 0x810000010e25f (M-F5[I])
1764682238.489575 new key \033[17;2~: 0x40000010e260 (S-F6)
1764682238.489576 new key \033[17;3~: 0x810000010e260 (M-F6[I])
1764682238.489578 new key \033[17;4~: 0x850000010e260 (M-S-F6[I])
1764682238.489579 new key \033[17;5~: 0x20000010e260 (C-F6)
1764682238.489581 new key \033[17;6~: 0x60000010e260 (C-S-F6)
1764682238.489582 new key \033[17;7~: 0x830000010e260 (C-M-F6[I])
1764682238.489584 new key \033[17;8~: 0x870000010e260 (C-M-S-F6[I])
1764682238.489586 new key \033[17;9~: 0x810000010e260 (M-F6[I])
1764682238.489587 new key \033[18;2~: 0x40000010e261 (S-F7)
1764682238.489589 new key \033[18;3~: 0x810000010e261 (M-F7[I])
1764682238.489590 new key \033[18;4~: 0x850000010e261 (M-S-F7[I])
1764682238.489592 new key \033[18;5~: 0x20000010e261 (C-F7)
1764682238.489593 new key \033[18;6~: 0x60000010e261 (C-S-F7)
1764682238.489595 new key \033[18;7~: 0x830000010e261 (C-M-F7[I])
1764682238.489596 new key \033[18;8~: 0x870000010e261 (C-M-S-F7[I])
1764682238.489598 new key \033[18;9~: 0x810000010e261 (M-F7[I])
1764682238.489600 new key \033[19;2~: 0x40000010e262 (S-F8)
1764682238.489601 new key \033[19;3~: 0x810000010e262 (M-F8[I])
1764682238.489603 new key \033[19;4~: 0x850000010e262 (M-S-F8[I])
1764682238.489604 new key \033[19;5~: 0x20000010e262 (C-F8)
1764682238.489606 new key \033[19;6~: 0x60000010e262 (C-S-F8)
1764682238.489607 new key \033[19;7~: 0x830000010e262 (C-M-F8[I])
1764682238.489609 new key \033[19;8~: 0x870000010e262 (C-M-S-F8[I])
1764682238.489611 new key \033[19;9~: 0x810000010e262 (M-F8[I])
1764682238.489612 new key \033[20;2~: 0x40000010e263 (S-F9)
1764682238.489614 new key \033[20;3~: 0x810000010e263 (M-F9[I])
1764682238.489615 new key \033[20;4~: 0x850000010e263 (M-S-F9[I])
1764682238.489617 new key \033[20;5~: 0x20000010e263 (C-F9)
1764682238.489618 new key \033[20;6~: 0x60000010e263 (C-S-F9)
1764682238.489620 new key \033[20;7~: 0x830000010e263 (C-M-F9[I])
1764682238.489621 new key \033[20;8~: 0x870000010e263 (C-M-S-F9[I])
1764682238.489623 new key \033[20;9~: 0x810000010e263 (M-F9[I])
1764682238.489625 new key \033[21;2~: 0x40000010e264 (S-F10)
1764682238.489626 new key \033[21;3~: 0x810000010e264 (M-F10[I])
1764682238.489628 new key \033[21;4~: 0x850000010e264 (M-S-F10[I])
1764682238.489629 new key \033[21;5~: 0x20000010e264 (C-F10)
1764682238.489631 new key \033[21;6~: 0x60000010e264 (C-S-F10)
1764682238.489632 new key \033[21;7~: 0x830000010e264 (C-M-F10[I])
1764682238.489634 new key \033[21;8~: 0x870000010e264 (C-M-S-F10[I])
1764682238.489636 new key \033[21;9~: 0x810000010e264 (M-F10[I])
1764682238.489637 new key \033[23;2~: 0x40000010e265 (S-F11)
1764682238.489639 new key \033[23;3~: 0x810000010e265 (M-F11[I])
1764682238.489641 new key \033[23;4~: 0x850000010e265 (M-S-F11[I])
1764682238.489642 new key \033[23;5~: 0x20000010e265 (C-F11)
1764682238.489644 new key \033[23;6~: 0x60000010e265 (C-S-F11)
1764682238.489645 new key \033[23;7~: 0x830000010e265 (C-M-F11[I])
1764682238.489647 new key \033[23;8~: 0x870000010e265 (C-M-S-F11[I])
1764682238.489650 new key \033[23;9~: 0x810000010e265 (M-F11[I])
1764682238.489652 new key \033[24;2~: 0x40000010e266 (S-F12)
1764682238.489654 new key \033[24;3~: 0x810000010e266 (M-F12[I])
1764682238.489655 new key \033[24;4~: 0x850000010e266 (M-S-F12[I])
1764682238.489657 new key \033[24;5~: 0x20000010e266 (C-F12)
1764682238.489658 new key \033[24;6~: 0x60000010e266 (C-S-F12)
1764682238.489660 new key \033[24;7~: 0x830000010e266 (C-M-F12[I])
1764682238.489662 new key \033[24;8~: 0x870000010e266 (C-M-S-F12[I])
1764682238.489663 new key \033[24;9~: 0x810000010e266 (M-F12[I])
1764682238.489665 new key \033[1;2A: 0x40000010e26e (S-Up)
1764682238.489667 new key \033[1;3A: 0x810000010e26e (M-Up[I])
1764682238.489668 new key \033[1;4A: 0x850000010e26e (M-S-Up[I])
1764682238.489670 new key \033[1;5A: 0x20000010e26e (C-Up)
1764682238.489671 new key \033[1;6A: 0x60000010e26e (C-S-Up)
1764682238.489673 new key \033[1;7A: 0x830000010e26e (C-M-Up[I])
1764682238.489674 new key \033[1;8A: 0x870000010e26e (C-M-S-Up[I])
1764682238.489676 new key \033[1;9A: 0x810000010e26e (M-Up[I])
1764682238.489678 new key \033[1;2B: 0x40000010e26f (S-Down)
1764682238.489679 new key \033[1;3B: 0x810000010e26f (M-Down[I])
1764682238.489681 new key \033[1;4B: 0x850000010e26f (M-S-Down[I])
1764682238.489682 new key \033[1;5B: 0x20000010e26f (C-Down)
1764682238.489684 new key \033[1;6B: 0x60000010e26f (C-S-Down)
1764682238.489685 new key \033[1;7B: 0x830000010e26f (C-M-Down[I])
1764682238.489687 new key \033[1;8B: 0x870000010e26f (C-M-S-Down[I])
1764682238.489689 new key \033[1;9B: 0x810000010e26f (M-Down[I])
1764682238.489690 new key \033[1;2C: 0x40000010e271 (S-Right)
1764682238.489692 new key \033[1;3C: 0x810000010e271 (M-Right[I])
1764682238.489694 new key \033[1;4C: 0x850000010e271 (M-S-Right[I])
1764682238.489695 new key \033[1;5C: 0x20000010e271 (C-Right)
1764682238.489697 new key \033[1;6C: 0x60000010e271 (C-S-Right)
1764682238.489698 new key \033[1;7C: 0x830000010e271 (C-M-Right[I])
1764682238.489700 new key \033[1;8C: 0x870000010e271 (C-M-S-Right[I])
1764682238.489702 new key \033[1;9C: 0x810000010e271 (M-Right[I])
1764682238.489703 new key \033[1;2D: 0x40000010e270 (S-Left)
1764682238.489705 new key \033[1;3D: 0x810000010e270 (M-Left[I])
1764682238.489706 new key \033[1;4D: 0x850000010e270 (M-S-Left[I])
1764682238.489708 new key \033[1;5D: 0x20000010e270 (C-Left)
1764682238.489709 new key \033[1;6D: 0x60000010e270 (C-S-Left)
1764682238.489711 new key \033[1;7D: 0x830000010e270 (C-M-Left[I])
1764682238.489713 new key \033[1;8D: 0x870000010e270 (C-M-S-Left[I])
1764682238.489714 new key \033[1;9D: 0x810000010e270 (M-Left[I])
1764682238.489716 new key \033[1;2H: 0x40000010e269 (S-Home)
1764682238.489717 new key \033[1;3H: 0x810000010e269 (M-Home[I])
1764682238.489719 new key \033[1;4H: 0x850000010e269 (M-S-Home[I])
1764682238.489720 new key \033[1;5H: 0x20000010e269 (C-Home)
1764682238.489722 new key \033[1;6H: 0x60000010e269 (C-S-Home)
1764682238.489723 new key \033[1;7H: 0x830000010e269 (C-M-Home[I])
1764682238.489725 new key \033[1;8H: 0x870000010e269 (C-M-S-Home[I])
1764682238.489727 new key \033[1;9H: 0x810000010e269 (M-Home[I])
1764682238.489728 new key \033[1;2F: 0x40000010e26a (S-End)
1764682238.489730 new key \033[1;3F: 0x810000010e26a (M-End[I])
1764682238.489731 new key \033[1;4F: 0x850000010e26a (M-S-End[I])
1764682238.489733 new key \033[1;5F: 0x20000010e26a (C-End)
1764682238.489734 new key \033[1;6F: 0x60000010e26a (C-S-End)
1764682238.489736 new key \033[1;7F: 0x830000010e26a (C-M-End[I])
1764682238.489737 new key \033[1;8F: 0x870000010e26a (C-M-S-End[I])
1764682238.489739 new key \033[1;9F: 0x810000010e26a (M-End[I])
1764682238.489740 new key \033[5;2~: 0x40000010e26c (S-PPage)
1764682238.489742 new key \033[5;3~: 0x810000010e26c (M-PPage[I])
1764682238.489744 new key \033[5;4~: 0x850000010e26c (M-S-PPage[I])
1764682238.489745 new key \033[5;5~: 0x20000010e26c (C-PPage)
1764682238.489747 new key \033[5;6~: 0x60000010e26c (C-S-PPage)
1764682238.489748 new key \033[5;7~: 0x830000010e26c (C-M-PPage[I])
1764682238.489750 new key \033[5;8~: 0x870000010e26c (C-M-S-PPage[I])
1764682238.489754 new key \033[5;9~: 0x810000010e26c (M-PPage[I])
1764682238.489756 new key \033[6;2~: 0x40000010e26b (S-NPage)
1764682238.489758 new key \033[6;3~: 0x810000010e26b (M-NPage[I])
1764682238.489759 new key \033[6;4~: 0x850000010e26b (M-S-NPage[I])
1764682238.489761 new key \033[6;5~: 0x20000010e26b (C-NPage)
1764682238.489762 new key \033[6;6~: 0x60000010e26b (C-S-NPage)
1764682238.489764 new key \033[6;7~: 0x830000010e26b (C-M-NPage[I])
1764682238.489766 new key \033[6;8~: 0x870000010e26b (C-M-S-NPage[I])
1764682238.489767 new key \033[6;9~: 0x810000010e26b (M-NPage[I])
1764682238.489769 new key \033[2;2~: 0x40000010e267 (S-IC)
1764682238.489770 new key \033[2;3~: 0x810000010e267 (M-IC[I])
1764682238.489772 new key \033[2;4~: 0x850000010e267 (M-S-IC[I])
1764682238.489773 new key \033[2;5~: 0x20000010e267 (C-IC)
1764682238.489775 new key \033[2;6~: 0x60000010e267 (C-S-IC)
1764682238.489777 new key \033[2;7~: 0x830000010e267 (C-M-IC[I])
1764682238.489778 new key \033[2;8~: 0x870000010e267 (C-M-S-IC[I])
1764682238.489780 new key \033[2;9~: 0x810000010e267 (M-IC[I])
1764682238.489781 new key \033[3;2~: 0x40000010e268 (S-DC)
1764682238.489783 new key \033[3;3~: 0x810000010e268 (M-DC[I])
1764682238.489784 new key \033[3;4~: 0x850000010e268 (M-S-DC[I])
1764682238.489786 new key \033[3;5~: 0x20000010e268 (C-DC)
1764682238.489787 new key \033[3;6~: 0x60000010e268 (C-S-DC)
1764682238.489789 new key \033[3;7~: 0x830000010e268 (C-M-DC[I])
1764682238.489790 new key \033[3;8~: 0x870000010e268 (C-M-S-DC[I])
1764682238.489792 new key \033[3;9~: 0x810000010e268 (M-DC[I])
1764682238.489794 new key \033O[: 0x1b (Escape)
1764682238.489796 new key \033Oo: 0x200000010e272 (KP/[K])
1764682238.489797 new key \033Oj: 0x200000010e273 (KP*[K])
1764682238.489799 new key \033Om: 0x200000010e274 (KP-[K])
1764682238.489800 new key \033Ow: 0x200000010e275 (KP7[K])
1764682238.489802 new key \033Ox: 0x200000010e276 (KP8[K])
1764682238.489803 new key \033Oy: 0x200000010e277 (KP9[K])
1764682238.489805 new key \033Ok: 0x200000010e278 (KP+[K])
1764682238.489806 new key \033Ot: 0x200000010e279 (KP4[K])
1764682238.489808 new key \033Ou: 0x200000010e27a (KP5[K])
1764682238.489809 new key \033Ov: 0x200000010e27b (KP6[K])
1764682238.489812 new key \033Oq: 0x200000010e27c (KP1[K])
1764682238.489813 new key \033Or: 0x200000010e27d (KP2[K])
1764682238.489815 new key \033Os: 0x200000010e27e (KP3[K])
1764682238.489816 new key \033OM: 0x200000010e27f (KPEnter[K])
1764682238.489818 new key \033Op: 0x200000010e280 (KP0[K])
1764682238.489819 new key \033On: 0x200000010e281 (KP.[K])
1764682238.489821 new key \033OA: 0x400000010e26e (Up[C])
1764682238.489823 new key \033OB: 0x400000010e26f (Down[C])
1764682238.489824 new key \033OC: 0x400000010e271 (Right[C])
1764682238.489826 new key \033OD: 0x400000010e270 (Left[C])
1764682238.489827 new key \033[A: 0x400000010e26e (Up[C])
1764682238.489829 new key \033[B: 0x400000010e26f (Down[C])
1764682238.489830 new key \033[C: 0x400000010e271 (Right[C])
1764682238.489832 new key \033[D: 0x400000010e270 (Left[C])
1764682238.489833 new key \033\033OA: 0x410000010e26e (M-Up[C])
1764682238.489835 new key \033\033OB: 0x410000010e26f (M-Down[C])
1764682238.489836 new key \033\033OC: 0x410000010e271 (M-Right[C])
1764682238.489838 new key \033\033OD: 0x410000010e270 (M-Left[C])
1764682238.489839 new key \033\033[A: 0x410000010e26e (M-Up[C])
1764682238.489841 new key \033\033[B: 0x410000010e26f (M-Down[C])
1764682238.489842 new key \033\033[C: 0x410000010e271 (M-Right[C])
1764682238.489844 new key \033\033[D: 0x410000010e270 (M-Left[C])
1764682238.489846 new key \033OH: 0x10e269 (Home)
1764682238.489847 new key \033OF: 0x10e26a (End)
1764682238.489849 new key \033\033OH: 0x810000010e269 (M-Home[I])
1764682238.489850 new key \033\033OF: 0x810000010e26a (M-End[I])
1764682238.489852 new key \033[H: 0x10e269 (Home)
1764682238.489854 new key \033[F: 0x10e26a (End)
1764682238.489855 new key \033\033[H: 0x810000010e269 (M-Home[I])
1764682238.489857 new key \033\033[F: 0x810000010e26a (M-End[I])
1764682238.489860 new key \033Oa: 0x20000010e26e (C-Up)
1764682238.489862 new key \033Ob: 0x20000010e26f (C-Down)
1764682238.489863 new key \033Oc: 0x20000010e271 (C-Right)
1764682238.489865 new key \033Od: 0x20000010e270 (C-Left)
1764682238.489866 new key \033[a: 0x40000010e26e (S-Up)
1764682238.489868 new key \033[b: 0x40000010e26f (S-Down)
1764682238.489869 new key \033[c: 0x40000010e271 (S-Right)
1764682238.489871 new key \033[d: 0x40000010e270 (S-Left)
1764682238.489872 new key \033[11~: 0x10e25b (F1)
1764682238.489874 new key \033[12~: 0x10e25c (F2)
1764682238.489875 new key \033[13~: 0x10e25d (F3)
1764682238.489877 new key \033[14~: 0x10e25e (F4)
1764682238.489878 new key \033[15~: 0x10e25f (F5)
1764682238.489880 new key \033[17~: 0x10e260 (F6)
1764682238.489881 new key \033[18~: 0x10e261 (F7)
1764682238.489883 new key \033[19~: 0x10e262 (F8)
1764682238.489884 new key \033[20~: 0x10e263 (F9)
1764682238.489886 new key \033[21~: 0x10e264 (F10)
1764682238.489887 new key \033[23~: 0x40000010e25b (S-F1)
1764682238.489889 new key \033[24~: 0x40000010e25c (S-F2)
1764682238.489890 new key \033[25~: 0x40000010e25d (S-F3)
1764682238.489892 new key \033[26~: 0x40000010e25e (S-F4)
1764682238.489893 new key \033[28~: 0x40000010e25f (S-F5)
1764682238.489895 new key \033[29~: 0x40000010e260 (S-F6)
1764682238.489896 new key \033[31~: 0x40000010e261 (S-F7)
